time/steps,time/epochs,time/steps_per_second,time/dataset,time/extras_step,time/processor,time/train_step,lr/actor,train/reward_loss,train/reward,train/q_loss,train/v_loss,train/actor_loss,train/v,train/q,train/adv,train/data_pts_seen,train/flops,time/validation,time/eval,eval/score,eval/reward,eval/length,eval/reward_std,step,eval/TimeLimit.truncated
75000,0,80.71166130468853,0.0006413459777832031,7.3909759521484375e-06,9.250640869140625e-05,0.012507915496826172,0.00029585548805965165,0.3162559024702183,-0.001108440176176373,0.03283175389841199,0.019043211406096817,1.3066038770675659,1.7062965557575225,1.6834188168048858,-0.057755167375784365,19453576.0,57725832.0,2.1457672119140625e-05,8.020745515823364,0.9484950381113089,3066.673377466985,976.5,60.724980643404606,75000,1.0
80000,0,80.75626126611634,0.0006320476531982422,7.152557373046875e-06,9.369850158691406e-05,0.01162266731262207,0.0002952874741692933,0.3162559024702183,-0.0008575058613205329,0.0348073416352272,0.020113893380388617,1.3109581141471862,1.7545061302185059,1.7315904059410094,-0.05954714454384521,20733576.0,61565832.0,2.193450927734375e-05,8.217365980148315,0.9370553674339023,3029.4421421019783,1000.0,39.833717875534894,80000,1.0
85000,0,80.099143100593,0.0006468296051025391,8.58306884765625e-06,9.393692016601562e-05,0.01166987419128418,0.0002946836127686677,0.3162559024702183,-0.0007375829170341604,0.03621696487441659,0.020506715012714265,1.3138177492618561,1.7804761123657227,1.7567617588043214,-0.06008856595959514,22013576.0,65405832.0,2.1219253540039062e-05,8.212627649307251,0.9651303597621277,3120.8142345965075,1000.0,77.94733267008124,85000,1.0
90000,0,80.06842089448766,0.0006659030914306641,8.106231689453125e-06,9.608268737792969e-05,0.011785745620727539,0.0002940440528515407,0.3162559024702183,-0.0011549419850925915,0.03615603223070502,0.020797600761055947,1.306661404967308,1.7942708642482759,1.7718016941547394,-0.06095608106581494,23293576.0,69245832.0,2.1457672119140625e-05,8.190693616867065,0.9255107527390445,2991.8693588441974,1000.0,65.52003953806242,90000,1.0
95000,0,80.6863281059282,0.0006763935089111328,6.9141387939453125e-06,9.1552734375e-05,0.011544227600097656,0.00029336895221974827,0.3162559024702183,-0.0006981099169934169,0.03586293138191104,0.02120256683975458,1.2968231778144836,1.8203565609455108,1.7968536937236785,-0.06102473763236776,24573576.0,73085832.0,2.1219253540039062e-05,1.4160170555114746,0.13912916372123565,432.53361806494433,172.2,2.017892910149806,95000,1.0
100000,0,79.38140138860825,0.00064849853515625,6.9141387939453125e-06,9.441375732421875e-05,0.01230621337890625,0.0002926584774442709,0.3162559024702183,-0.0007848972185165622,0.036242988377809524,0.021284528981894254,1.3077525864839554,1.8306105706691742,1.8065572631359101,-0.06124476423300803,25853576.0,76925832.0,2.0742416381835938e-05,8.208953619003296,0.9817183280692097,3174.800976844954,1000.0,30.939937741770265,100000,1.0
105000,0,79.54835890012583,0.0008463859558105469,9.298324584960938e-06,0.00014472007751464844,0.016471147537231445,0.0002919128038241316,0.3162559024702183,-0.0009362330292351544,0.03751032456383109,0.022012865697965026,1.2931106960773469,1.8415918452739715,1.8182901811599732,-0.06232591766060796,27133576.0,80765832.0,3.075599670410156e-05,8.311146974563599,0.9649260771171537,3120.1493819577827,1000.0,36.976176274933884,105000,1.0
110000,0,80.15220553556674,0.0006206035614013672,6.9141387939453125e-06,9.179115295410156e-05,0.011615753173828125,0.00029113211534313526,0.3162559024702183,-0.0012318493113853037,0.037815046984702345,0.0221489054877311,1.3403119781017303,1.834684291124344,1.8109847657680511,-0.06201055654603988,28413576.0,84605832.0,2.288818359375e-05,8.25614595413208,0.8914423941269799,2880.9914224285635,1000.0,11.587553586839379,110000,1.0
115000,0,80.1067982670836,0.0006191730499267578,6.9141387939453125e-06,9.059906005859375e-05,0.011561870574951172,0.0002903166046244801,0.3162559024702183,-0.0011617335838964209,0.038371785763651134,0.02237334688566625,1.305122305393219,1.8372792348861695,1.8122581460475922,-0.0631417271271348,29693576.0,88445832.0,2.2172927856445312e-05,8.254963636398315,0.8518001782307743,2751.972964463942,1000.0,19.736495470573963,115000,1.0
120000,0,80.13443267615506,0.0008692741394042969,9.775161743164062e-06,0.00015687942504882812,0.016198158264160156,0.0002894664728832377,0.3162559024702183,-0.001034465367323719,0.036093496017158035,0.021886698087677358,1.2887866903543472,1.8464608347415925,1.822035822868347,-0.061999196880497036,30973576.0,92285832.0,3.0040740966796875e-05,8.273415565490723,0.9723056890258264,3144.166862497397,1000.0,23.70134032702678,120000,1.0
125000,0,80.55472949516012,0.0006077289581298828,6.198883056640625e-06,9.179115295410156e-05,0.011500835418701172,0.00028858192987669273,0.3162559024702183,-0.0006849076612852514,0.03649555230140686,0.021882645906880497,1.2791280784606933,1.840424634218216,1.8165793063640594,-0.06217250652099028,32253576.0,96125832.0,2.2172927856445312e-05,3.8966195583343506,0.3837057979971089,1228.525958429315,466.6,708.0051570588033,125000,1.0
130000,0,79.23247768711431,0.0008761882781982422,9.059906005859375e-06,0.00014257431030273438,0.016304731369018555,0.0002876631938525974,0.3162559024702183,-0.0007651645235018804,0.03855916228890419,0.02320358884707093,1.285157858490944,1.8351910846233368,1.810297511577606,-0.0636582171744667,33533576.0,99965832.0,3.075599670410156e-05,8.236172676086426,0.9230685561419405,2983.9210534358976,1000.0,22.488420864908573,130000,1.0
135000,0,80.41761980714591,0.0008647441864013672,9.775161743164062e-06,0.00014138221740722656,0.016231060028076172,0.0002867104914953149,0.3162559024702183,-0.001165668145637028,0.038415268816053866,0.022856761891394854,1.3083797138929367,1.8177701721191406,1.7941986377239227,-0.06316950948908925,34813576.0,103805832.0,2.09808349609375e-05,8.254486083984375,0.9820985072235022,3176.0382973914525,1000.0,109.27661548848361,135000,1.0
140000,0,80.3135440219402,0.0008585453033447266,1.0251998901367188e-05,0.00014472007751464844,0.016207218170166016,0.0002857240578699024,0.3162559024702183,-0.0007725082228134852,0.03777283097058535,0.023176922831684352,1.3111934708356858,1.8340980689525603,1.8094577770233153,-0.06339619600167498,36093576.0,107645832.0,2.193450927734375e-05,8.090392589569092,1.0020056049041823,3240.827386175925,1000.0,44.61924991102939,140000,1.0
145000,0,79.5813738741636,0.0008356571197509766,9.5367431640625e-06,0.00014448165893554688,0.0161893367767334,0.0002847041363640918,0.3162559024702183,-0.0007408724352135323,0.03570576959103346,0.022521261716261506,1.2771665042638778,1.8237228336334228,1.7995462415218353,-0.062551346833352,37373576.0,111485832.0,3.0279159545898438e-05,8.20133090019226,0.9684240035580045,3131.533636477103,1000.0,15.10658605574546,145000,1.0
150000,0,80.39332756909846,0.0006134510040283203,6.67572021484375e-06,0.00011897087097167969,0.011532068252563477,0.0002836509786282538,0.3162559024702183,-0.00025473730685189366,0.038613835543394086,0.023167194277048112,1.2445773470401764,1.824961693763733,1.8003031191825867,-0.063507736726664,38653576.0,115325832.0,2.2411346435546875e-05,4.777829170227051,0.5992141501454752,1929.9134728275753,582.8,652.6767849089089,150000,1.0
155000,0,80.4986084000831,0.0006897449493408203,8.106231689453125e-06,9.799003601074219e-05,0.011980295181274414,0.0002825648445133047,0.3162559024702183,-0.0010288131333654746,0.03702422210946679,0.022455759804695843,1.2382257635593414,1.805605076789856,1.7799456989765168,-0.06313164960918947,39933576.0,119165832.0,2.1696090698242188e-05,8.215498208999634,0.8336681817935041,2692.961071024844,1000.0,66.50790054244469,155000,1.0
160000,0,80.10986441557328,0.0006284713745117188,6.4373016357421875e-06,9.059906005859375e-05,0.011466026306152344,0.0002814460020065796,0.3162559024702183,-0.0004365516870748252,0.03746181526407599,0.023829252088442446,1.236171112060547,1.8278745629787445,1.80293887591362,-0.06404941378161311,41213576.0,123005832.0,2.0742416381835938e-05,8.220918893814087,0.9037563309055745,2921.0680200336983,1000.0,64.98596346867551,160000,1.0
165000,0,78.95696709152502,0.000667572021484375,7.867813110351562e-06,9.584426879882812e-05,0.011812210083007812,0.00028029472716572753,0.3162559024702183,-0.0009435776625177823,0.035834915179759265,0.02290252890624106,1.2338104815483093,1.8056036550998689,1.7805474429130554,-0.06309952625446022,42493576.0,126845832.0,2.1457672119140625e-05,8.154030323028564,0.9233912393968156,2984.971249420501,1000.0,7.702485695275994,165000,1.0
170000,0,79.38118805228997,0.0006513595581054688,7.3909759521484375e-06,9.322166442871094e-05,0.011781930923461914,0.00027911130405059125,0.3162559024702183,-0.0012437623483128846,0.038044634897261856,0.0235968744084239,1.2567554017305373,1.8096106255054474,1.784552258491516,-0.06416000644024461,43773576.0,130685832.0,2.1219253540039062e-05,6.556560754776001,0.8136476513548683,2627.8028071278504,799.2,661.4540843508747,170000,1.0
175000,0,80.4596201783166,0.0006241798400878906,6.67572021484375e-06,9.179115295410156e-05,0.011602401733398438,0.0002778960246531132,0.3162559024702183,-0.0008454777456063312,0.03857102067768574,0.02363332050293684,1.235785342335701,1.7954366064071656,1.7702285931110382,-0.06427148143062368,45053576.0,134525832.0,3.147125244140625e-05,8.316304206848145,0.9599119011609014,3103.830383758167,1000.0,57.91647530175581,175000,1.0
180000,0,80.0245680894464,0.00061798095703125,6.67572021484375e-06,9.131431579589844e-05,0.011565923690795898,0.00027664918882530046,0.3162559024702183,-0.000790022686123848,0.036391225777566434,0.024061968935653568,1.2257158654928206,1.7909017426967622,1.7657628586292267,-0.06415326836332678,46333576.0,138365832.0,2.1696090698242188e-05,8.194952249526978,0.9110451562830726,2944.790029243285,1000.0,39.815475556157644,180000,1.0
185000,0,80.26841773096903,0.0008413791656494141,8.58306884765625e-06,0.0001442432403564453,0.016353368759155273,0.00027537110420524,0.3162559024702183,-0.0013888956141890959,0.03848854510858655,0.0243269488401711,1.2587401231527329,1.785290284872055,1.760308583021164,-0.0644402438858524,47613576.0,142205832.0,2.9325485229492188e-05,8.21731162071228,0.8844666540714595,2858.2883720369878,1000.0,18.135809554387304,185000,1.0
190000,0,80.59213749828317,0.0009703636169433594,1.1682510375976562e-05,0.00014853477478027344,0.017153024673461914,0.0002740620861411837,0.3162559024702183,-0.0010224270602921025,0.038685898076742886,0.024045601634308696,1.2390721353292464,1.7818400857448577,1.7572132954597472,-0.06449348171195016,48893576.0,146045832.0,2.193450927734375e-05,8.160329818725586,0.8129101570734955,2625.402578664599,1000.0,12.038383982783174,190000,1.0
195000,0,80.25695672523304,0.0009756088256835938,9.298324584960938e-06,0.00013303756713867188,0.016619443893432617,0.00027272245761375346,0.3162559024702183,-0.0009372570401756093,0.03735075114667415,0.02372154044918716,1.2259422079324722,1.7870759963989258,1.7632897260189055,-0.06399792758468538,50173576.0,149885832.0,2.0265579223632812e-05,8.291911602020264,0.7976033526090037,2575.5854767764135,1000.0,28.417428853623342,195000,1.0
200000,0,79.7618681773745,0.0009121894836425781,1.0967254638671875e-05,0.000141143798828125,0.016451120376586914,0.00027135254915623946,0.3162559024702183,-0.001009787547576707,0.038677562043070796,0.024023389069363476,1.2418501321077346,1.7874640567302704,1.7642206490039825,-0.06462973407329992,51453576.0,153725832.0,2.956390380859375e-05,8.237047910690308,0.9137179917066499,2953.488965388682,992.3,73.61331362049569,200000,1.0
205000,0,80.5988370857373,0.0008697509765625,9.775161743164062e-06,0.00014638900756835938,0.01651477813720703,0.0002699526987730607,0.3162559024702183,-0.0005949485345045105,0.03779064016789198,0.023715551132336258,1.2347251300811768,1.7746264560222627,1.7508710603713988,-0.0638123325961642,52733576.0,157565832.0,3.0517578125e-05,8.209620952606201,0.941831941762258,3044.9878486238185,1000.0,70.99825059165259,205000,1.0
210000,0,80.09945821246397,0.0008523464202880859,9.298324584960938e-06,0.00014400482177734375,0.016182661056518555,0.00026852325185634985,0.3162559024702183,-0.0016084864934091457,0.03883642268180847,0.024140385258942843,1.2410572245121003,1.7460572021007539,1.721596508026123,-0.06439707552827895,54013576.0,161405832.0,2.1457672119140625e-05,4.196673393249512,0.5216154503138711,1677.3628934516287,509.0,124.72349622336496,210000,1.0
215000,0,80.80716227086886,0.0006268024444580078,6.9141387939453125e-06,9.322166442871094e-05,0.011660575866699219,0.0002670645611007447,0.3162559024702183,-0.0012925306926481425,0.036587448582053185,0.023606563087552785,1.1976514955759048,1.766817267894745,1.7410017158985138,-0.06406336685363204,55293576.0,165245832.0,2.0742416381835938e-05,8.429587602615356,0.9768242609499562,3158.8728815398213,1000.0,41.55490523308659,215000,1.0
220000,0,79.9037658045204,0.00064849853515625,7.152557373046875e-06,9.417533874511719e-05,0.011927127838134766,0.00026557698641636423,0.3162559024702183,-0.0007455764285405166,0.03605927070975304,0.022612104630097746,1.2085943056344985,1.7629304780960082,1.7395299170017242,-0.06313487882819027,56573576.0,169085832.0,2.2172927856445312e-05,6.848206043243408,0.828431481526376,2675.9178513658626,825.6,489.4787262172943,220000,1.0
225000,0,80.90809259937124,0.0006780624389648438,8.106231689453125e-06,9.632110595703125e-05,0.011795997619628906,0.00026406089483999896,0.3162559024702183,-0.0013077246607281269,0.03644117553159595,0.023738034803420304,1.194291729927063,1.7432972521781922,1.719117088317871,-0.0637258906578645,57853576.0,172925832.0,2.193450927734375e-05,8.253624439239502,0.8617234732824505,2784.2690457134713,1000.0,26.568158651819484,225000,1.0
230000,0,80.54387331570561,0.0008754730224609375,9.775161743164062e-06,0.00014090538024902344,0.01614999771118164,0.0002625166604445625,0.3162559024702183,-0.0013119991695857607,0.03749150079488754,0.024208733808249235,1.210423924446106,1.7432168958187104,1.7191388330459594,-0.06435230264393613,59133576.0,176765832.0,3.0040740966796875e-05,8.343058824539185,0.8827749174556561,2852.7824928998393,1000.0,16.680448904145763,230000,1.0
235000,0,80.34542734903405,0.0008473396301269531,9.5367431640625e-06,0.00014734268188476562,0.0160214900970459,0.00026094466424678316,0.3162559024702183,-0.0006076718086842447,0.0359051251783967,0.02331272292137146,1.1718439757823944,1.7364484529495239,1.7126775362491609,-0.06347458542929962,60413576.0,180605832.0,2.9325485229492188e-05,7.491539478302002,0.8868581883403364,2866.0717932349326,909.2,473.4359418812058,235000,1.0
240000,0,79.9220852352039,0.0008370876312255859,8.821487426757812e-06,0.00014400482177734375,0.0162050724029541,0.0002593452941132043,0.3162559024702183,-0.0011720558717497624,0.03776325974985957,0.023659711968153717,1.1856819194555284,1.7308990840911864,1.7066342527866363,-0.06402246781392024,61693576.0,184445832.0,3.123283386230469e-05,8.301612138748169,0.8991803113408471,2906.1750334911994,1000.0,12.894793244099008,240000,1.0
245000,0,80.55784240786033,0.0006654262542724609,7.62939453125e-06,9.393692016601562e-05,0.011792898178100586,0.0002577189446644709,0.3162559024702183,-0.0011445570484502241,0.03554153795167804,0.024052421402186157,1.2058438407182694,1.7408334445953368,1.7160571620464324,-0.0640034328373149,62973576.0,188285832.0,2.1457672119140625e-05,8.290037393569946,0.9267191055502838,2995.8020304383253,1000.0,31.011457312261886,245000,1.0
250000,0,80.65721364947285,0.0008902549743652344,1.0251998901367188e-05,0.0001418590545654297,0.016315937042236328,0.00025606601717797676,0.3162559024702183,-0.0007284183051087894,0.03629662672057748,0.02415044179931283,1.1797983095645905,1.728217844247818,1.7038763489723205,-0.06466986243845894,64253576.0,192125832.0,2.1696090698242188e-05,8.243216276168823,0.8047738559715947,2598.922398433211,1000.0,36.15065842290517,250000,1.0
255000,0,80.40359140683243,0.0008766651153564453,9.775161743164062e-06,0.00014448165893554688,0.016446828842163086,0.0002543869194888416,0.3162559024702183,-0.000909276534570381,0.03526290665194392,0.024546680049970748,1.1896152173280716,1.722767616033554,1.6985054366588592,-0.06462487340532243,65533576.0,195965832.0,2.2411346435546875e-05,8.282636165618896,0.8974870902340697,2900.664322970839,1000.0,17.189382163879863,255000,1.0
260000,0,80.59178443025776,0.0006155967712402344,6.9141387939453125e-06,9.083747863769531e-05,0.011626958847045898,0.00025268206588929646,0.3162559024702183,-0.001032318229728844,0.03634778613969684,0.02373355526663363,1.171686402797699,1.728464322090149,1.7038462347984313,-0.06415074007585644,66813576.0,199805832.0,2.0265579223632812e-05,2.7494442462921143,0.3164151203136087,1009.5235824559138,333.2,699.5800129452616,260000,1.0
265000,0,80.50117620315105,0.0006165504455566406,7.152557373046875e-06,9.1552734375e-05,0.011542081832885742,0.0002509518770264593,0.3162559024702183,-0.001028963858669158,0.03554654279723764,0.0239548011533916,1.1816341012716294,1.7312710857391358,1.7070649769306183,-0.06407198551483452,68093576.0,203645832.0,2.1457672119140625e-05,7.3985044956207275,0.9111249805945075,2945.0498232365467,906.6,417.73809093454037,265000,1.0
270000,0,80.43301042926139,0.0006206035614013672,7.152557373046875e-06,9.179115295410156e-05,0.011604070663452148,0.0002491967797985418,0.3162559024702183,-0.0006131351876538247,0.03704841116443276,0.024275193437933922,1.1689527657032013,1.733104508638382,1.7092848534584046,-0.06459943565446884,69373576.0,207485832.0,3.0040740966796875e-05,8.41375184059143,0.8024022611724396,2591.2038716811985,1000.0,12.683629729962917,270000,1.0
275000,0,80.59133535697588,0.0009009838104248047,1.0251998901367188e-05,0.0001461505889892578,0.016549348831176758,0.00024741720724952266,0.3162559024702183,-0.000407643795479089,0.0363408987633884,0.024712014647200704,1.1662958161830903,1.735001326560974,1.7099264402389527,-0.06483795793866738,70653576.0,211325832.0,2.09808349609375e-05,7.552229642868042,0.9217715234150013,2979.6997666441225,933.8,288.8183575602785,275000,1.0
280000,0,78.0962693729041,0.0008890628814697266,1.0967254638671875e-05,0.00014352798461914062,0.016341209411621094,0.00024561359846229935,0.3162559024702183,-0.0008402083848486655,0.03640625360608101,0.02453214244171977,1.1475684475898742,1.731351937532425,1.7072805213928222,-0.06461677044816315,71933576.0,215165832.0,2.1219253540039062e-05,8.188294649124146,0.9572947819781964,3095.312780147251,1000.0,59.18430982986049,280000,1.0
285000,0,80.03155846480753,0.0006039142608642578,6.9141387939453125e-06,9.107589721679688e-05,0.011790275573730469,0.00024378639845035137,0.3162559024702183,-0.0006170101845054888,0.0359819044470787,0.024423438832163812,1.1472386679649353,1.7342364633083343,1.7112643315792084,-0.06441331256832927,73213576.0,219005832.0,3.147125244140625e-05,8.308974981307983,0.8829600440024009,2853.385000631796,1000.0,31.95222770139977,285000,1.0
290000,0,80.61568544524906,0.0006361007690429688,7.152557373046875e-06,9.369850158691406e-05,0.01182866096496582,0.00024193605804794224,0.3162559024702183,-0.0013283747193054297,0.036856914203614,0.024953256802633404,1.1561579530239106,1.7014366509914398,1.6771806054115295,-0.06510670936992392,74493576.0,222845832.0,2.1219253540039062e-05,8.20585012435913,0.9937866520437391,3214.0782098202253,1000.0,19.351721838400376,290000,1.0
295000,0,80.72353530986834,0.0009005069732666016,1.0013580322265625e-05,0.00015401840209960938,0.011867523193359375,0.00024006303379887843,0.3162559024702183,-0.0007580847784993238,0.036101111747324464,0.02455700159445405,1.1324295270442963,1.6961038219928741,1.67175422000885,-0.06446325269620866,75773576.0,226685832.0,2.193450927734375e-05,8.141504287719727,0.9071823270289059,2932.21817213373,1000.0,16.78066998132541,295000,1.0
300000,0,80.26558212518212,0.0006225109100341797,7.152557373046875e-06,9.179115295410156e-05,0.011624336242675781,0.0002381677878438687,0.3162559024702183,-0.0008157939653610811,0.03661992330849171,0.024117939937859774,1.1443290385007858,1.685078806400299,1.6616669821739196,-0.06450291286734865,77053576.0,230525832.0,2.0265579223632812e-05,7.076073884963989,0.8706626560687234,2813.3622624390073,868.0,411.34991299640285,300000,1.0
305000,0,80.76877053229617,0.0006322860717773438,6.67572021484375e-06,9.274482727050781e-05,0.011693239212036133,0.00023625078780648953,0.3162559024702183,-0.0011196245218161494,0.036559685308486224,0.023894545784220098,1.1697671403884888,1.689940030813217,1.6666787507534027,-0.06380410540243611,78333576.0,234365832.0,2.09808349609375e-05,8.20156192779541,0.9355337196462254,3024.4898293542396,1000.0,27.867165820690545,305000,1.0
310000,0,80.94823540619134,0.0007107257843017578,7.867813110351562e-06,0.00012636184692382812,0.012235164642333984,0.00023431250667781803,0.3162559024702183,-0.0009089208115474321,0.03522010065615177,0.02362514476105571,1.1171466532945633,1.668397948026657,1.6452228739261627,-0.06368800178496167,79613576.0,238205832.0,2.0742416381835938e-05,8.25326132774353,0.9919608601272534,3208.1360380141377,1000.0,32.083342865286234,310000,1.0
315000,0,80.47758700475957,0.0006306171417236328,7.3909759521484375e-06,9.226799011230469e-05,0.011661291122436523,0.0002323534226997184,0.3162559024702183,-0.0007898012624937109,0.035922452494502065,0.024239950912073253,1.1395342774391175,1.6733623933792114,1.6500402765274047,-0.06436200537160039,80893576.0,242045832.0,2.956390380859375e-05,8.214091062545776,0.8835471440816436,2855.295760289962,1000.0,17.728303028620036,315000,1.0
320000,0,80.44861988254202,0.0008587837219238281,9.059906005859375e-06,0.00014400482177734375,0.016147613525390625,0.00023037401924684746,0.3162559024702183,-0.0014326896782731638,0.035083407126367094,0.023883889086544513,1.1317913675308227,1.672428779363632,1.6484352769851685,-0.06364640937931836,82173576.0,245885832.0,3.0279159545898438e-05,8.22798466682434,0.9667134436076191,3125.9664954365367,1000.0,88.96142167633042,320000,1.0
325000,0,80.56569073868275,0.0006296634674072266,7.152557373046875e-06,9.298324584960938e-05,0.011856317520141602,0.0002283747847073896,0.3162559024702183,-0.0007384862989420071,0.03558974627405405,0.024045130668208004,1.1309020190238952,1.6663634722232818,1.6433322730064392,-0.06431404081080108,83453576.0,249725832.0,2.193450927734375e-05,8.119717121124268,0.9036486698925797,2920.7176294824776,1000.0,36.28835821205856,325000,1.0
330000,0,80.5600116870775,0.0007023811340332031,1.71661376953125e-05,0.00010085105895996094,0.012121915817260742,0.00022635621236255382,0.3162559024702183,-0.0007930770865641534,0.03586910415068269,0.024212913451716302,1.1214499348402023,1.6812485868930818,1.659022433280945,-0.06430207901075483,84733576.0,253565832.0,2.09808349609375e-05,8.13065242767334,0.9866309433426155,3190.789438458901,1000.0,31.874822267416967,330000,1.0
335000,0,80.20350709831817,0.0006346702575683594,6.9141387939453125e-06,9.250640869140625e-05,0.011713981628417969,0.00022431880026485941,0.3162559024702183,-0.0008876799724530428,0.035815051522105935,0.02410731796734035,1.1122200330495835,1.6537515189647674,1.631148074388504,-0.06424662882182747,86013576.0,257405832.0,3.0279159545898438e-05,8.271570682525635,0.8861984231719167,2863.9245397899895,1000.0,29.638625865859105,335000,1.0
340000,0,80.3944678661071,0.0006232261657714844,7.3909759521484375e-06,9.083747863769531e-05,0.011551856994628906,0.0002222630511152552,0.3162559024702183,-0.0012988671124912797,0.03732221617922187,0.024646794131025673,1.123286265850067,1.6755079834461213,1.6511232776641847,-0.06525374357681721,87293576.0,261245832.0,2.2411346435546875e-05,7.787313461303711,0.9267632547628292,2995.9457172427637,948.8,523.5847694484852,340000,1.0
