time/steps,time/epochs,time/steps_per_second,time/dataset,time/extras_step,time/processor,time/train_step,train/q_loss,train/q,train/chi2_loss,train/actor_loss,train/reward,train/data_pts_seen,train/flops,time/validation,time/eval,eval/score,eval/reward,eval/length,eval/reward_std,step,eval/TimeLimit.truncated
40000,0,42.39955687688455,0.0007462501525878906,8.344650268554688e-06,0.00010180473327636719,0.022124052047729492,22.052594525933266,-9.484409974589944,39.03059369659424,22.33517371940613,0.12748465783521534,49925618.176,99851236.352,3.24249267578125e-05,9.177843809127808,0.6313679082651398,2034.5602035055042,1000.0,9.806456937597586,40000,1.0
45000,0,41.90688525381612,0.0007104873657226562,8.344650268554688e-06,9.965896606445312e-05,0.02262425422668457,28.127389328837396,-10.574337011169643,50.9152836227417,22.32127971076965,0.08789947289088741,56205620.736,112411241.472,3.361701965332031e-05,7.713348627090454,0.5110880344348647,1643.1006572885974,880.6,402.05196575740774,45000,1.0
50000,0,40.27569780174965,0.0007305145263671875,8.106231689453125e-06,0.00010061264038085938,0.02239394187927246,30.634953686714173,-10.426780608437955,62.03579766082764,22.647116666793824,0.08624712134338916,62485619.264,124971238.528,2.4557113647460938e-05,4.892729043960571,0.31105322962500925,992.0729215183607,492.7,589.7316755081404,50000,1.0
55000,0,41.347226466616064,0.0007600784301757812,8.58306884765625e-06,0.00010132789611816406,0.023720979690551758,32.7197041285038,-9.934659827202559,70.24224365997314,22.43141199493408,0.03101901360845659,68765621.824,137531243.648,3.314018249511719e-05,4.991813898086548,0.27141551237305483,863.069104716729,491.9,454.3162284046175,55000,1.0
60000,0,40.92532378132263,0.0009791851043701172,1.1205673217773438e-05,0.00014090538024902344,0.03603410720825195,32.66476320987164,-10.442560735806822,75.28047214508057,21.915468635559083,0.017811873646918684,75045620.352,150091240.704,2.384185791015625e-05,9.174869775772095,0.6423936517984277,2070.444283050976,990.5,70.03721623100073,60000,1.0
65000,0,39.956113572003225,0.0007393360137939453,9.298324584960938e-06,0.00010228157043457031,0.022884607315063477,34.30897331953049,-10.670779616475105,73.73157423400879,21.745963117599487,-0.012488645002245903,81325618.88,162651237.76,3.266334533691406e-05,7.117631435394287,0.5220828200041454,1678.8839819017917,836.7,482.9489266814381,65000,1.0
70000,0,40.8841224225594,0.0007123947143554688,7.867813110351562e-06,9.846687316894531e-05,0.021773815155029297,33.657774178028106,-11.188829312781804,73.5855423965454,21.811330814361572,-0.0017219445612281562,87605621.44,175211242.88,2.4080276489257812e-05,6.338686943054199,0.45941332669318313,1474.9215846035509,716.5,643.1757578979206,70000,1.0
75000,0,41.064780959259366,0.0009622573852539062,1.0728836059570312e-05,0.00014472007751464844,0.03178143501281738,31.855641581773757,-11.718855834241957,72.75129579162598,20.82626685523987,0.036765768708661196,93885619.968,187771239.936,3.1948089599609375e-05,9.192119836807251,0.8134458230929216,2627.145942456152,996.8,157.1049176808084,75000,1.0
80000,0,40.228824612562825,0.0007154941558837891,8.344650268554688e-06,9.942054748535156e-05,0.02281475067138672,30.9627837600708,-12.801978698410094,71.25625576019287,20.406265241622926,-0.059096438488631976,100165618.496,200331236.992,2.4557113647460938e-05,2.8778345584869385,0.26756982935368906,850.5530512680925,335.5,136.424419632093,80000,1.0
85000,0,42.22965605401106,0.0007150173187255859,7.867813110351562e-06,9.894371032714844e-05,0.022571563720703125,33.42549890384078,-14.143683921575546,72.89798285675049,19.71310001182556,-0.06520057856943458,106445621.056,212891242.112,3.4809112548828125e-05,8.50562858581543,0.8005192972918207,2585.0756295840215,1000.0,142.06282649164652,85000,1.0
90000,0,41.90991775380082,0.0007123947143554688,8.106231689453125e-06,0.00010013580322265625,0.022597312927246094,33.23904749166965,-13.888298993214965,71.59534825134277,19.73095672416687,-0.040011853141710164,112725619.584,225451239.168,2.5033950805664062e-05,7.902417421340942,0.7808046738961487,2520.912962276962,942.6,118.4822133680085,90000,1.0
95000,0,42.01558999987639,0.0007386207580566406,9.059906005859375e-06,0.00010156631469726562,0.020097732543945312,35.3312427277565,-13.270874391349032,72.43281160736083,18.89478822517395,-0.05906377680040896,119005618.112,238011236.224,3.24249267578125e-05,7.058535575866699,0.6146012951578196,1979.9920488377707,825.3,698.2389041123627,95000,1.0
100000,0,41.91178386806256,0.0007367134094238281,9.5367431640625e-06,0.00010275840759277344,0.023008346557617188,32.97869190406799,-12.748471400603652,69.79210618591308,18.644906131744385,-0.09707282369490713,125285620.672,250571241.344,2.6702880859375e-05,5.772906303405762,0.5004775640532487,1608.5681142415667,698.5,656.6234615017295,100000,1.0
105000,0,41.69454634104387,0.001004934310913086,1.0251998901367188e-05,0.0001373291015625,0.03281855583190918,33.997257046695815,-11.845212045196444,70.66958435058594,18.818324705123903,-0.06122102133184672,131565619.2,263131238.4,2.288818359375e-05,8.439600229263306,0.8173622960607148,2639.8923869104124,1000.0,169.29090795873194,105000,1.0
110000,0,41.66776110291835,0.0007100105285644531,7.867813110351562e-06,9.918212890625e-05,0.0225064754486084,31.211051360815762,-12.195830769754947,70.2950327911377,18.43027665901184,-0.07065117638744414,137845621.76,275691243.52,2.4318695068359375e-05,7.738897085189819,0.725963788720457,2342.429336202471,934.3,561.992056927677,110000,1.0
115000,0,41.63758418416988,0.0007405281066894531,8.344650268554688e-06,0.0001010894775390625,0.023532867431640625,32.267705302476884,-10.889507989495993,68.85017755126952,17.54090995979309,-0.10577125878073275,144125620.288,288251240.576,3.457069396972656e-05,5.316152095794678,0.47241166646701627,1517.2256212424486,621.4,980.3941322796533,115000,1.0
120000,0,41.87252164884075,0.000713348388671875,8.58306884765625e-06,0.00010085105895996094,0.023012638092041016,31.27962570846081,-11.177818104939535,67.66270210266113,17.72145985221863,-0.09031034268904477,150405618.816,300811237.632,3.361701965332031e-05,5.864659786224365,0.5120979764421383,1646.3875865751263,681.3,978.571245282556,120000,1.0
125000,0,41.765362629608376,0.0007021427154541016,8.344650268554688e-06,9.918212890625e-05,0.02205634117126465,33.134016918182375,-10.19107479165122,68.25282032012939,17.941544078826904,-0.09821319994702936,156685621.376,313371242.752,3.314018249511719e-05,8.526002407073975,0.8224706204394774,2656.51779795849,1000.0,60.663316715626856,125000,1.0
130000,0,41.6110297546903,0.0007288455963134766,9.059906005859375e-06,0.00010132789611816406,0.02364373207092285,32.7765613053441,-10.380963868036867,67.87358787536621,17.551311991691588,-0.13474564443039708,162965619.904,325931239.808,2.47955322265625e-05,8.41399073600769,0.8540113065805262,2759.1692415538446,1000.0,41.506244615170736,130000,1.0
135000,0,41.42745625033471,0.0007202625274658203,9.059906005859375e-06,0.00010275840759277344,0.02370429039001465,31.303244653537874,-10.556224732585251,66.48785370635986,17.349148389816285,-0.11239461245771963,169245618.432,338491236.864,2.5033950805664062e-05,8.498928546905518,0.8247333883951372,2663.882139879622,1000.0,26.496318079202265,135000,1.0
140000,0,41.246080234627364,0.0007236003875732422,8.106231689453125e-06,0.00010061264038085938,0.022950172424316406,30.741432352781295,-10.40252830079943,67.54493648529052,16.899415227890014,-0.11355945574911311,175525620.992,351051241.984,2.3126602172851562e-05,6.9674763679504395,0.6913874818369397,2229.8982454101947,829.5,810.8449204746468,140000,1.0
145000,0,41.81146767352495,0.0007839202880859375,8.821487426757812e-06,0.00010657310485839844,0.023554325103759766,32.50212308594585,-10.782182328604161,68.46247316741943,17.170830878257753,-0.13690820368006826,181805619.52,363611239.04,2.5510787963867188e-05,2.1663758754730225,0.1759262804841875,552.2924951854985,257.1,166.43463721081577,145000,1.0
150000,0,41.276700320320984,0.0007863044738769531,8.58306884765625e-06,0.000102996826171875,0.023624420166015625,32.74300935819587,-10.477815128020943,67.9614253768921,17.223862604141235,-0.07898762557376177,188085619.056,376171238.112,2.5510787963867188e-05,5.284785509109497,0.48643908997239177,1562.8788852935495,623.6,1021.393586207741,150000,1.0
155000,0,41.599898247319196,0.0007188320159912109,8.106231689453125e-06,0.00010037422180175781,0.022881269454956055,31.862640911847354,-10.613057932067662,67.05228869628907,16.968389405727386,-0.08428389480733313,194365620.608,388731241.216,2.4318695068359375e-05,6.492810964584351,0.6030439870162437,1942.3779538398462,771.8,919.1810405355859,155000,1.0
160000,0,41.71382835313549,0.0010190010070800781,1.0728836059570312e-05,0.0001392364501953125,0.031952857971191406,33.7114321161943,-11.363371329203249,68.71745483398438,16.38289890575409,-0.11456376551499124,200645619.136,401291238.272,2.3603439331054688e-05,8.335904121398926,0.8251359871353869,2665.192426589667,1000.0,42.31472388781539,160000,1.0
165000,0,41.708069250264785,0.0007789134979248047,8.58306884765625e-06,0.00010251998901367188,0.024077177047729492,34.107321660891174,-11.515226252232678,68.60039562988281,16.41705126738548,-0.09463208332593785,206925621.696,413851243.392,3.457069396972656e-05,8.645406484603882,0.8288789028872534,2677.3740165356394,1000.0,14.108256103453895,165000,1.0
170000,0,41.56500214895504,0.0007383823394775391,8.106231689453125e-06,0.00010275840759277344,0.02345728874206543,34.40657441163063,-11.257187701046467,68.13141152191162,16.293732824802397,-0.08517745631560683,213205620.224,426411240.448,2.3603439331054688e-05,7.036540985107422,0.6715787271652391,2165.4292210591384,825.8,666.3224485850524,170000,1.0
175000,0,41.51600142739762,0.0007073879241943359,8.344650268554688e-06,0.0001010894775390625,0.023312807083129883,34.46510204410553,-11.82280885615945,67.94117553710937,16.04938974428177,-0.1137881985399872,219485618.752,438971237.504,2.5272369384765625e-05,7.595146894454956,0.8645866055541799,2793.5873167105933,905.1,280.24952623348497,175000,1.0
180000,0,41.72821314396372,0.0007369518280029297,7.867813110351562e-06,0.0001010894775390625,0.02301335334777832,32.96958213829994,-12.030925401190295,68.86112030029297,15.882231767177581,-0.09452729225158692,225765621.312,451531242.624,2.3603439331054688e-05,7.833778142929077,0.7723852486479108,2493.5113340400294,923.2,701.2331740992464,180000,1.0
185000,0,41.74790860526266,0.0007121562957763672,9.059906005859375e-06,0.000102996826171875,0.022823095321655273,33.055656103491785,-12.922171818777919,69.30698483276367,16.039789707660674,-0.07839591616415419,232045619.84,464091239.68,2.5510787963867188e-05,5.30518651008606,0.5577207608020875,1794.8702370300045,625.8,860.5002493274337,185000,1.0
190000,0,41.28651911339679,0.0007219314575195312,8.58306884765625e-06,0.00010251998901367188,0.023717164993286133,35.26957137107849,-13.04064648929052,68.92435985565186,15.652727339744567,-0.13380478539224713,238325618.368,476651236.736,3.337860107421875e-05,8.393680572509766,0.8145296104656138,2630.673206823825,985.8,181.73412025714177,190000,1.0
195000,0,41.673201022594576,0.0007233619689941406,8.106231689453125e-06,0.00010156631469726562,0.022519826889038086,31.98965493410826,-13.662112589877099,67.69311757659912,15.759588084697723,-0.08054120052885264,244605620.928,489211241.856,2.3126602172851562e-05,8.47757601737976,0.8189850165311789,2645.1736480123423,1000.0,44.314794755401856,195000,1.0
200000,0,41.60869169354882,0.0007529258728027344,9.059906005859375e-06,0.00010251998901367188,0.023551225662231445,30.939532911658286,-13.42873134213686,66.86215198516845,15.274138888835907,-0.09332020067318808,250885619.456,501771238.912,2.5272369384765625e-05,8.304946422576904,0.8194981559327992,2646.8436972974605,1000.0,21.71901739122343,200000,1.0
205000,0,41.58212214930798,0.0007305145263671875,8.106231689453125e-06,0.0001010894775390625,0.022324085235595703,31.932425996422783,-13.54672062267363,66.91508947753906,15.19641966676712,-0.12872978807520122,257165620.0,514331240.0,2.574920654296875e-05,8.466265678405762,0.8031838243817144,2593.747525656712,1000.0,24.07042177759591,205000,1.0
210000,0,41.49809083042169,0.0007550716400146484,8.821487426757812e-06,0.00010132789611816406,0.02303290367126465,33.75882601452078,-13.271640989076346,66.80039238739013,15.04528518486023,-0.11934654047133518,263445620.544,526891241.088,3.24249267578125e-05,8.384503602981567,0.8557649813425284,2764.8767028662346,1000.0,38.608254716038985,210000,1.0
215000,0,41.38013199522409,0.0007338523864746094,8.106231689453125e-06,0.00010323524475097656,0.025131940841674805,31.24474489505519,-13.86616134828329,66.73781977844239,15.204733848571777,-0.08883845038479193,269725619.072,539451238.144,2.574920654296875e-05,7.959241628646851,0.7606332197786554,2455.2635063545895,941.9,476.75747576480353,215000,1.0
220000,0,41.84875559062942,0.0007321834564208984,8.821487426757812e-06,0.00010013580322265625,0.02303791046142578,34.46375739550591,-13.745295477762818,67.50256970214843,15.059257290124894,-0.08164881264558062,276005621.632,552011243.264,2.3603439331054688e-05,8.363154888153076,0.7975101560430959,2575.2821618140883,1000.0,32.99562761813426,220000,1.0
225000,0,41.21817794698783,0.0009961128234863281,1.049041748046875e-05,0.00013899803161621094,0.028748035430908203,33.61546377146244,-14.023283845670521,66.24055656433106,14.907939529895783,-0.10459439630783163,282285620.16,564571240.32,2.4557113647460938e-05,6.3378002643585205,0.5938725551037982,1912.5288655404086,755.6,660.6980741470006,225000,1.0
230000,0,41.79114923229225,0.0007469654083251953,8.344650268554688e-06,0.00010013580322265625,0.02316880226135254,31.795028453350067,-14.112496739252471,66.0300461807251,14.380026289463043,-0.14571625269926153,288565618.688,577131237.376,2.4080276489257812e-05,8.605379343032837,0.8050029436978152,2599.667981002384,1000.0,36.924193998099526,230000,1.0
235000,0,41.6395195485261,0.0007374286651611328,8.58306884765625e-06,0.00010275840759277344,0.023505449295043945,30.405084815587045,-14.704057957820595,64.39395069122314,14.59033101940155,-0.1337876092735678,294845621.248,589691242.496,2.5272369384765625e-05,4.268420696258545,0.5087299124914737,1635.4259789198243,520.1,901.7940309452986,235000,1.0
240000,0,41.63224942949391,0.0007021427154541016,8.58306884765625e-06,0.00010013580322265625,0.02255105972290039,33.22219432318211,-14.81666340253502,64.85241609191894,15.412528388977051,-0.08974807226262055,301125619.776,602251239.552,2.5272369384765625e-05,8.425185680389404,0.8205630889466032,2650.309598790867,1000.0,28.964552765666784,240000,1.0
245000,0,41.68969920209473,0.0007109642028808594,8.821487426757812e-06,0.00010132789611816406,0.02280259132385254,33.45412233876798,-15.102419806212186,65.30888024902343,14.514626633167266,-0.088716555493942,307405618.304,614811236.608,2.288818359375e-05,7.796772480010986,0.7042669174244561,2271.815299777357,899.9,450.6345739843548,245000,1.0
250000,0,41.52263001472174,0.0007588863372802734,8.821487426757812e-06,0.00010132789611816406,0.024178743362426758,32.65825166453333,-15.355950106061995,64.36059537506104,14.542702325344086,-0.10641332788206637,313685620.864,627371241.728,2.5510787963867188e-05,5.959306478500366,0.5477120335556336,1762.2961105253955,692.1,1077.6999886620815,250000,1.0
255000,0,41.538125521652425,0.0007357597351074219,8.344650268554688e-06,0.00010061264038085938,0.022804737091064453,32.47375403928757,-15.36354676756449,65.60588156890869,14.999431243896485,-0.07575288895051926,319965619.392,639931238.784,2.4318695068359375e-05,8.50734281539917,0.7920203895879563,2557.4153199482735,1000.0,36.09144481263655,255000,1.0
260000,0,41.49949669923828,0.0007352828979492188,8.106231689453125e-06,0.0001010894775390625,0.02322530746459961,30.080527652174233,-15.576965046691475,63.90122956085205,14.218749476909638,-0.1038311489871703,326245620.944,652491241.888,2.384185791015625e-05,8.450608968734741,0.8050513810595412,2599.8256238983845,1000.0,27.815247636862757,260000,1.0
265000,0,41.68477116222394,0.0009739398956298828,2.002716064453125e-05,0.00013780593872070312,0.03562498092651367,31.61323358681798,-15.265660031184554,64.08536579895019,14.596601572275162,-0.07099222989939154,332525620.48,665051240.96,2.3365020751953125e-05,7.305617332458496,0.6688273597253362,2156.474696788352,847.2,614.5144069819705,265000,1.0
270000,0,41.589929025593996,0.0007383823394775391,8.106231689453125e-06,0.00010085105895996094,0.022886991500854492,33.427576033949855,-15.448034520596266,64.94079928588867,14.30507817864418,-0.09628594353422523,338805619.008,677611238.016,2.4080276489257812e-05,6.716994285583496,0.7017254866816311,2263.544029666683,782.2,1027.3973926417334,270000,1.0
275000,0,41.67765171781557,0.0007479190826416016,8.58306884765625e-06,0.00010395050048828125,0.023261547088623047,33.32761350822449,-15.651420099817216,63.77377595520019,13.985071517705917,-0.09988191305892542,345085621.568,690171243.136,2.3603439331054688e-05,8.601525783538818,0.8933813903225813,2887.302025746269,1000.0,32.39091536307578,275000,1.0
280000,0,41.9808571957791,0.00072479248046875,7.867813110351562e-06,0.00010132789611816406,0.02312302589416504,29.37616172397141,-15.98131097367406,62.66508599090576,14.349277101516723,-0.13985234582109843,351365620.096,702731240.192,2.4080276489257812e-05,8.314871072769165,0.8053376606098771,2600.757341394396,1000.0,30.42040205661698,280000,1.0
285000,0,41.705548587678436,0.001024007797241211,1.0967254638671875e-05,0.000141143798828125,0.031922340393066406,31.760406360924243,-15.30698805501312,63.64317864227295,14.25407040977478,-0.10258198947273195,357645618.624,715291237.248,2.3365020751953125e-05,8.535058498382568,0.8577995376712995,2771.498313546815,1000.0,128.15592812661296,285000,1.0
290000,0,42.03541281967123,0.0007040500640869141,7.867813110351562e-06,9.918212890625e-05,0.022242307662963867,31.44390762007991,-15.46434591820836,63.255130195617674,13.795544998168946,-0.0837089640093036,363925621.184,727851242.368,3.2901763916015625e-05,8.253101825714111,0.8139890618321797,2628.9139522119453,969.6,277.33887946106756,290000,1.0
295000,0,41.62268021979152,0.0007123947143554688,8.344650268554688e-06,9.775161743164062e-05,0.02261209487915039,34.00267614340782,-15.598267666935921,64.29566064453125,13.925193255901336,-0.1312623402494937,370205619.712,740411239.424,2.3603439331054688e-05,8.409512758255005,0.8281366990678819,2674.958460540448,1000.0,84.75465674138015,295000,1.0
300000,0,41.78482926525638,0.0009660720825195312,2.09808349609375e-05,0.0001366138458251953,0.035160064697265625,32.701481253027914,-15.76697328776121,64.98428167724609,13.94837265253067,-0.06806838769000023,376485618.24,752971236.48,3.170967102050781e-05,8.545121192932129,0.8778554465308929,2836.771719072852,1000.0,100.35850186965222,300000,1.0
305000,0,41.71641308294213,0.0007116794586181641,8.58306884765625e-06,0.00010037422180175781,0.02292490005493164,33.58926674890518,-16.110659703165293,63.684915672302246,13.93843520116806,-0.08975342763308436,382765620.8,765531241.6,2.3126602172851562e-05,7.632138729095459,0.7729972209743641,2495.5030422251307,922.6,689.2254373225046,305000,1.0
310000,0,41.924021586847346,0.0009717941284179688,2.1219253540039062e-05,0.00013756752014160156,0.03561234474182129,32.213291668891905,-15.913323864601553,63.66679416656494,13.986281113624573,-0.10222530813026241,389045619.328,778091238.656,2.2649765014648438e-05,5.1232194900512695,0.5947819632584146,1915.4886001343639,611.0,387.0758706565244,310000,1.0
315000,0,41.69117029904895,0.0007588863372802734,8.58306884765625e-06,0.00010132789611816406,0.022721529006958008,31.237327362417872,-15.755116832822562,63.51833424377441,13.959628440141678,-0.0419016925310716,395325621.888,790651243.776,2.6464462280273438e-05,7.551378488540649,0.7066110484517446,2279.444443698061,881.9,591.4629433409091,315000,1.0
320000,0,41.538168304301344,0.0007042884826660156,8.344650268554688e-06,9.894371032714844e-05,0.02299046516418457,33.73259368670276,-16.440938612822443,63.81411744689942,14.094707841396332,-0.08983016149769538,401605620.416,803211240.832,2.2649765014648438e-05,8.468064546585083,0.8965170586947151,2897.5072851878795,1000.0,70.23369635498808,320000,1.0
325000,0,41.68720396179828,0.0009586811065673828,1.0728836059570312e-05,0.00014543533325195312,0.027924060821533203,30.605729327448003,-16.89055572283268,62.65592667388916,13.998069588184357,-0.09614072676561773,407885618.944,815771237.888,3.457069396972656e-05,8.394382238388062,0.9167858774443294,2963.473621345439,1000.0,96.5447151598128,325000,1.0
330000,0,41.41273829062187,0.0009267330169677734,1.0728836059570312e-05,0.0001480579376220703,0.030375957489013672,35.16287767720429,-16.253610374510288,65.84017531585694,13.9366051851511,-0.10352694057358894,414165621.504,828331243.008,2.3126602172851562e-05,8.151885747909546,0.8385074235637848,2708.7107332675987,961.5,387.7235306419169,330000,1.0
335000,0,41.72389940450364,0.0008006095886230469,8.344650268554688e-06,0.000102996826171875,0.02286529541015625,31.73144026411038,-16.578377407595514,63.805202766418454,13.446317235946655,-0.07006876274105162,420445620.032,840891240.064,2.5510787963867188e-05,8.15035080909729,0.7894189230470738,2548.948658991933,965.3,323.0246202658282,335000,1.0
340000,0,41.79376604170417,0.001004934310913086,1.0728836059570312e-05,0.00013875961303710938,0.03438830375671387,30.292326567411422,-17.22542605392635,63.885053283691406,13.39882351565361,-0.10409485019370913,426725618.56,853451237.12,2.5272369384765625e-05,8.21372652053833,0.9578858309988558,3097.236391920787,992.7,41.58494381082276,340000,1.0
345000,0,41.60102218820236,0.0007810592651367188,8.821487426757812e-06,0.00010251998901367188,0.02297806739807129,33.738171528199466,-17.804737981289627,65.37471759796142,13.428538546800613,-0.04893584792688489,433005621.12,866011242.24,2.5510787963867188e-05,8.459801197052002,0.9147557651862908,2956.8664742143856,1000.0,38.52372952724412,345000,1.0
350000,0,41.659980429770314,0.0007605552673339844,8.58306884765625e-06,0.00010466575622558594,0.024250507354736328,32.91698291254043,-18.735169092461465,64.67039171600342,13.744282979488373,-0.09576457249745726,439285619.648,878571239.296,4.1484832763671875e-05,8.501704692840576,0.9269741752052505,2996.632173073226,1000.0,92.40819844192492,350000,1.0
355000,0,41.71232164078691,0.0009999275207519531,1.1205673217773438e-05,0.0001392364501953125,0.035230398178100586,30.00371290740976,-18.31115682786703,63.802894493103025,13.21534459733963,-0.09454352005664259,445565618.176,891131236.352,2.3365020751953125e-05,8.460257768630981,0.9409863489736348,3042.2358057526567,1000.0,90.3765611331508,355000,1.0
360000,0,42.16414879628773,0.0007216930389404297,8.344650268554688e-06,9.989738464355469e-05,0.023261547088623047,31.42590728855133,-18.930886110424996,64.4158404006958,13.403856573581695,-0.12922369597246872,451845620.736,903691241.472,2.4318695068359375e-05,7.045845031738281,0.809591994353623,2614.6033781730175,847.1,501.2766913806128,360000,1.0
365000,0,41.621295730043954,0.0007660388946533203,8.821487426757812e-06,0.00010061264038085938,0.023790597915649414,31.743566762475595,-18.751957700625063,64.74263637542725,12.917390903234482,-0.09043718508817256,458125619.264,916251238.528,2.5510787963867188e-05,8.303858280181885,0.9167055262315282,2963.2121125135827,1000.0,35.52520165786659,365000,1.0
370000,0,41.885620678037306,0.0007433891296386719,8.106231689453125e-06,9.965896606445312e-05,0.02296924591064453,30.891393975019835,-18.79657183367014,63.55824713897705,13.193073767185211,-0.10315501031361055,464405621.824,928811243.648,2.384185791015625e-05,7.796262502670288,0.8928434597349669,2885.551291753806,932.5,275.3134465194732,370000,1.0
375000,0,41.73229358667901,0.0009708404541015625,1.1205673217773438e-05,0.00015354156494140625,0.03507637977600098,32.13344229710102,-18.227382017463444,63.90449373626709,13.127303814530373,-0.07621604560129344,470685620.352,941371240.704,2.5510787963867188e-05,8.239282608032227,0.9329323228770917,3016.0233954751006,994.8,70.66375105842609,375000,1.0
380000,0,41.73113679893961,0.0007598400115966797,8.58306884765625e-06,0.00010132789611816406,0.02371668815612793,32.58902382516861,-18.263656065776946,65.27288798522949,13.276602706432342,-0.09392249276302755,476965618.88,953931237.76,3.24249267578125e-05,6.6781487464904785,0.7928258297575773,2560.036683217656,782.2,526.8028057909089,380000,1.0
385000,0,41.617545844546136,0.0009751319885253906,2.09808349609375e-05,0.00013780593872070312,0.03478503227233887,32.359168512493376,-18.31230299489945,65.26643260955811,13.105230964183807,-0.04772054706024937,483245621.44,966491242.88,3.4332275390625e-05,8.486992120742798,0.9359001078005191,3025.6822660940834,984.8,128.78185238046044,385000,1.0
390000,0,41.73681007406204,0.0009665489196777344,1.1205673217773438e-05,0.00014734268188476562,0.03569674491882324,31.422792601704597,-19.13291416081786,64.04544986724854,12.943612766027451,-0.08280456971109379,489525619.968,979051239.936,3.266334533691406e-05,6.0447678565979,0.6912180670932393,2229.3468728772887,711.8,374.45788722180896,390000,1.0
395000,0,41.92757291835042,0.0007290840148925781,8.58306884765625e-06,0.00010132789611816406,0.022694826126098633,30.498930984973907,-18.98637820725888,64.02542845153809,13.05749333834648,-0.08005759714357555,495805618.496,991611236.992,2.4080276489257812e-05,7.32729172706604,0.857194170075162,2769.5281009340815,882.7,545.9492035228774,395000,1.0
400000,0,41.71611849884656,0.0010221004486083984,1.1205673217773438e-05,0.00013828277587890625,0.03271198272705078,31.61101726460457,-19.39320454800129,64.5237121963501,12.885809113025665,-0.08009857548633591,502085621.056,1004171242.112,2.5510787963867188e-05,6.474494695663452,0.7523477346156151,2428.2977958094707,766.7,646.7343994625776,400000,1.0
